Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [297] boost::iterators::detail::enable_if_interoperable<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::mpl::apply2<boost::iterators::detail::always_bool2, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type>::type boost::iterators::operator!=<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long>(boost::iterators::iterator_facade<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long> const&, boost::iterators::iterator_facade<boost::token_iterator<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, boost::iterators::forward_traversal_tag, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long> const&) [468] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<Route*, std::allocator<Route*> > > const&) [472] std::remove_reference<std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl&>::type&& std::move<std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl&>(std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl&)
 [343] boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::tokenizer<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, boost::char_separator<char, std::char_traits<char> > const&) [550] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl::_Vector_impl() [566] std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
 [344] boost::tokenizer<boost::char_separator<char, std::char_traits<char> >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~tokenizer() [469] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl::~_Vector_impl() [429] std::remove_reference<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&>::type&& std::move<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&>(std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&)
  [29] AllEnv::PathAtLevel(int, int) [448] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_deallocate(std::vector<Route*, std::allocator<Route*> >*, unsigned long) [505] std::remove_reference<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >&>::type&& std::move<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >&>(std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >&)
 [511] AllEnv::ScenarioDir[abi:cxx11]() [488] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_create_storage(unsigned long) [210] std::remove_reference<std::vector<Route*, std::allocator<Route*> >&>::type&& std::move<std::vector<Route*, std::allocator<Route*> >&>(std::vector<Route*, std::allocator<Route*> >&)
 [527] AllEnv::ScenarioDir(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [489] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl_data&&) [215] Route* const& std::forward<Route* const&>(std::remove_reference<Route* const&>::type&)
  [45] AllEnv::getNumPaths(int) [464] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_impl_data::_Vector_impl_data() [204] std::vector<Route*, std::allocator<Route*> > const& std::forward<std::vector<Route*, std::allocator<Route*> > const&>(std::remove_reference<std::vector<Route*, std::allocator<Route*> > const&>::type&)
  [18] AllEnv::AddtoFlatPath(std::vector<Route*, std::allocator<Route*> >) [438] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_M_get_Tp_allocator() [430] Route*& std::forward<Route*&>(std::remove_reference<Route*&>::type&)
  [72] AllEnv::AddToExtendable(Route*, Route*) [490] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_base(std::allocator<std::vector<Route*, std::allocator<Route*> > > const&) [431] std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >*& std::forward<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >*&>::type&)
  [17] AllEnv::GetExtendRoutes(Route*) [491] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_base(std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >&&) [506] std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >*& std::forward<std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >*&>::type&)
 [107] AllEnv::AddRoute(Route*) [492] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_base(unsigned long, std::allocator<std::vector<Route*, std::allocator<Route*> > > const&) [420] std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
   [6] AllEnv::getRoute(int) [551] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::_Vector_base() [432] std::vector<Route*, std::allocator<Route*> >& std::forward<std::vector<Route*, std::allocator<Route*> >&>(std::remove_reference<std::vector<Route*, std::allocator<Route*> >&>::type&)
   [8] AllEnv::AddToPath(int, std::vector<Route*, std::allocator<Route*> >) [470] std::_Vector_base<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >::~_Vector_base() [507] std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >& std::forward<std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >&>(std::remove_reference<std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > >&>::type&)
 [149] AllEnv::NumRoutes()   [280] std::_Rb_tree_node<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::_M_valptr() [417] double& std::forward<double&>(std::remove_reference<double&>::type&)
 [145] AllEnv::AllEnv()       [60] std::_Rb_tree_node<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >::_M_valptr() [508] int& std::forward<int&>(std::remove_reference<int&>::type&)
 [528] __gnu_cxx::new_allocator<TwoRouteCombnation*>::new_allocator() [327] std::numeric_limits<unsigned int>::max() [433] std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >&& std::forward<std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > > >::type&)
 [217] __gnu_cxx::new_allocator<Route*>::deallocate(Route**, unsigned long) [349] std::numeric_limits<unsigned int>::min() [509] std::_Rb_tree_iterator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > > >::type&)
 [193] __gnu_cxx::new_allocator<Route*>::allocate(unsigned long, void const*) [216] std::numeric_limits<long>::max() [330] std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > >&& std::forward<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >(std::remove_reference<std::pair<Route* const, std::vector<Route*, std::allocator<Route*> > > >::type&)
 [234] void __gnu_cxx::new_allocator<Route*>::construct<Route*, Route* const&>(Route**, Route* const&) [238] std::numeric_limits<long>::min() [458] std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > >&& std::forward<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >(std::remove_reference<std::pair<int const, std::vector<std::vector<Route*, std::allocator<Route*> >, std::allocator<std::vector<Route*, std::allocator<Route*> > > > > >::type&)
 [166] __gnu_cxx::new_allocator<Route*>::new_allocator(__gnu_cxx::new_allocator<Route*> const&) [474] std::_Rb_tree_header::_M_reset() [183] std::vector<Route*, std::allocator<Route*> >&& std::forward<std::vector<Route*, std::allocator<Route*> > >(std::remove_reference<std::vector<Route*, std::allocator<Route*> > >::type&)
 [396] __gnu_cxx::new_allocator<Route*>::new_allocator() [512] std::_Rb_tree_header::_Rb_tree_header() [421] bool&& std::forward<bool>(std::remove_reference<bool>::type&)
 [170] __gnu_cxx::new_allocator<Route*>::~new_allocator() [66] void std::allocator_traits<std::allocator<TwoRouteCombnation*> >::destroy<TwoRouteCombnation*>(std::allocator<TwoRouteCombnation*>&, TwoRouteCombnation**) [187] void std::_Destroy<Route**>(Route**, Route**)
